"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"MJN","Mead Johnson Nutrition Company","70.13","$13.82B","2009","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/mjn",
"MTL","Mechel OAO","1.43","$297.63M","2004","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/mtl",
"MTL.PR","Mechel OAO","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtl.pr",
"MTL^","Mechel OAO","0.259","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtl^",
"MEG","Media General, Inc.","16.13","$2.06B","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/meg",
"MPW","Medical Properties Trust, Inc.","10.91","$2.59B","2005","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mpw",
"MED","MEDIFAST INC","29.23","$343.71M","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/med",
"MCC","Medley Capital Corporation","6.56","$369.57M","2011","n/a","n/a","http://www.nasdaq.com/symbol/mcc",
"MCQ","Medley Capital Corporation","25.075","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mcq",
"MCV","Medley Capital Corporation","23.48","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mcv",
"MCX","Medley Capital Corporation","24.45","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/mcx",
"MDLY","Medley Management Inc.","6.11","$179.29M","2014","Finance","Investment Managers","http://www.nasdaq.com/symbol/mdly",
"MD","Mednax, Inc","69.47","$6.53B","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/md",
"MDT","Medtronic plc","75.59","$136.53B","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/mdt",
"MW","Men&#39;s Wearhouse, Inc. (The)","12.61","$610.07M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/mw",
"MRK","Merck & Company, Inc.","51.45","$143.73B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mrk",
"MCY","Mercury General Corporation","45.36","$2.5B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mcy",
"MDP","Meredith Corporation","38.9","$1.74B","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/mdp",
"MTH","Meritage Corporation","28.1","$1.11B","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/mth",
"MTOR","Meritor, Inc.","6.86","$626.52M","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/mtor",
"MER.PRK","Merrill Lynch & Co., Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mer.prk",
"MER.PRM","Merrill Lynch & Co., Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mer.prm",
"MER.PRP","Merrill Lynch & Co., Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mer.prp",
"MER^D.CL","Merrill Lynch & Co., Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mer^d.cl",
"MER^E.CL","Merrill Lynch & Co., Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mer^e.cl",
"MER^F.CL","Merrill Lynch & Co., Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mer^f.cl",
"MER^K","Merrill Lynch & Co., Inc.","25.34","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mer^k",
"MER^M","Merrill Lynch & Co., Inc.","25.32","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mer^m",
"MER^P","Merrill Lynch & Co., Inc.","25.66","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mer^p",
"PIY","Merrill Lynch Depositor, Inc.","25.89","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/piy",
"MTR","Mesa Royalty Trust","6.83","$12.73M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mtr",
"MSB","Mesabi Trust","4.07","$53.4M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/msb",
"MPG","Metaldyne Performance Group Inc.","13.17","$890.3M","2014","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/mpg",
"MEI","Methode Electronics, Inc.","25.67","$978.2M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/mei",
"MET","MetLife, Inc.","43.51","$48.37B","2000","Finance","Life Insurance","http://www.nasdaq.com/symbol/met",
"MET.PRA","MetLife, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/met.pra",
"MET^A","MetLife, Inc.","24.18","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/met^a",
"MTD","Mettler-Toledo International, Inc.","315.23","$8.62B","1997","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/mtd",
"MXE","Mexico Equity and Income Fund, Inc. (The)","9.81","$66.44M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mxe",
"MXF","Mexico Fund, Inc. (The)","15.21","$214.22M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mxf",
"MFA","MFA Financial, Inc.","5.97","$2.21B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mfa",
"MFA.PRB","MFA Financial, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mfa.prb",
"MFA^B","MFA Financial, Inc.","23.44","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mfa^b",
"MFO","MFA Financial, Inc.","24.8116","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mfo",
"MIL","MFC Industrial Ltd.","1.88","$118.71M","n/a","Consumer Durables","Steel/Iron Ore","http://www.nasdaq.com/symbol/mil",
"MCR","MFS Charter Income Trust","7.62","$418.24M","1989","n/a","n/a","http://www.nasdaq.com/symbol/mcr",
"MGF","MFS Government Markets Income Trust","5.35","$174.42M","1987","n/a","n/a","http://www.nasdaq.com/symbol/mgf",
"MIN","MFS Intermediate Income Trust","4.56","$537.74M","1988","n/a","n/a","http://www.nasdaq.com/symbol/min",
"MMT","MFS Multimarket Income Trust","5.42","$424.81M","1987","n/a","n/a","http://www.nasdaq.com/symbol/mmt",
"MFM","MFS Municipal Income Trust","6.88","$283.37M","1986","n/a","n/a","http://www.nasdaq.com/symbol/mfm",
"MFV","MFS Special Value Trust","4.91","$34.61M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mfv",
"MTG","MGIC Investment Corporation","5.99","$2.03B","1991","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mtg",
"MGM","MGM Resorts International","19.11","$10.77B","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/mgm",
"KORS","Michael Kors Holdings Limited","37.79","$6.96B","2011","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/kors",
"MAA","Mid-America Apartment Communities, Inc.","94.8","$7.15B","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/maa",
"MEP","Midcoast Energy Partners, L.P.","8.13","$367.64M","2013","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/mep",
"MSL","MidSouth Bancorp","7.02","$79.76M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/msl",
"MPO","Midstates Petroleum Company, Inc.","0.6788","$7.39M","2012","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mpo",
"MCRN","Milacron Holdings Corp.","12.97","$872.94M","2015","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mcrn",
"MLR","Miller Industries, Inc.","20.94","$237.48M","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/mlr",
"HIE","Miller/Howard High Income Equity Fund","9.58","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/hie",
"MR","Mindray Medical International Limited","26.85","$3.22B","2006","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mr",
"MTX","Minerals Technologies Inc.","39.61","$1.38B","1992","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/mtx",
"MP.PRD","Mississippi Power Company","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mp.prd",
"MP^D","Mississippi Power Company","27.03","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mp^d",
"MG","Mistras Group Inc","20.51","$592.55M","2009","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/mg",
"MTU","Mitsubishi UFJ Financial Group Inc","5.23","$72.75B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/mtu",
"MIXT","MiX Telematics Limited","3.84","$121.78M","2013","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mixt",
"MFG","Mizuho Financial Group, Inc.","3.5","$43.5B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mfg",
"MBT","Mobile TeleSystems OJSC","6.24","$6.21B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/mbt",
"MBLY","Mobileye N.V.","28.03","$6.07B","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mbly",
"MODN","Model N, Inc.","10.29","$274.4M","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/modn",
"MOD","Modine Manufacturing Company","6.28","$302.45M","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/mod",
"MC","Moelis & Company","24.49","$1.26B","2014","Finance","Investment Managers","http://www.nasdaq.com/symbol/mc",
"MHK","Mohawk Industries, Inc.","166.37","$12.3B","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/mhk",
"MOH","Molina Healthcare Inc","55.7","$3.12B","2003","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/moh",
"TAP","Molson Coors Brewing  Company","87.76","$14.29B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/tap",
"TAP.A","Molson Coors Brewing  Company","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tap.a",
"MNR","Monmouth Real Estate Investment Corporation","10.26","$647.25M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mnr",
"MNR.PRA","Monmouth Real Estate Investment Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mnr.pra",
"MNR.PRB","Monmouth Real Estate Investment Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mnr.prb",
"MNR^A","Monmouth Real Estate Investment Corporation","26.1901","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mnr^a",
"MNR^B","Monmouth Real Estate Investment Corporation","26.525","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mnr^b",
"MORE          ","Monogram Residential Trust, Inc.","8.96","$1.49B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/more          ",
"MON","Monsanto Company","88.5","$38.97B","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/mon",
"MWW","Monster Worldwide, Inc.","4.93","$450.06M","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/mww",
"MCO","Moody&#39;s Corporation","88.33","$17.46B","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/mco",
"MOG.A","Moog Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mog.a",
"MOG.B","Moog Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mog.b",
"MS","Morgan Stanley","25.49","$49.35B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ms",
"MS.PRA","Morgan Stanley","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ms.pra",
"MS.PRE","Morgan Stanley","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ms.pre",
"MS.PRF","Morgan Stanley","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ms.prf",
"MS.PRG","Morgan Stanley","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ms.prg",
"MS.PRI","Morgan Stanley","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ms.pri",
"MS^A","Morgan Stanley","20.15","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ms^a",
"MS^E","Morgan Stanley","28.22","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ms^e",
"MS^F","Morgan Stanley","27.65","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ms^f",
"MS^G","Morgan Stanley","26.36","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ms^g",
"MS^I","Morgan Stanley","26.02","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ms^i",
"MSK","Morgan Stanley","25.3","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/msk",
"MWG","Morgan Stanley","25.45","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/mwg",
"MWO","Morgan Stanley","25.13","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/mwo",
"MWR","Morgan Stanley","25.5","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/mwr",
"APF","Morgan Stanley Asia-Pacific Fund, Inc.","12.4","$173.72M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/apf",
"CAF","Morgan Stanley China A Share Fund Inc.","15.7","$343.54M","2006","n/a","n/a","http://www.nasdaq.com/symbol/caf",
"MSD","Morgan Stanley Emerging Markets Debt Fund, Inc.","8.24","$189.6M","1993","n/a","n/a","http://www.nasdaq.com/symbol/msd",
"EDD","Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.","6.44","$454.57M","2007","n/a","n/a","http://www.nasdaq.com/symbol/edd",
"MSF","Morgan Stanley Emerging Markets Fund, Inc.","11.49","$167.2M","1991","n/a","n/a","http://www.nasdaq.com/symbol/msf",
"IIF","Morgan Stanley India Investment Fund, Inc.","22.81","$351.17M","1994","n/a","n/a","http://www.nasdaq.com/symbol/iif",
"MOS","Mosaic Company (The)","22.85","$8.05B","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/mos",
"MSI","Motorola Solutions, Inc.","63.16","$11.15B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/msi",
"MOV","Movado Group Inc.","24.41","$562.14M","n/a","Consumer Non-Durables","Consumer Specialties","http://www.nasdaq.com/symbol/mov",
"MPLX","MPLX LP","28.99","$2.38B","2012","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/mplx",
"MRC","MRC Global Inc.","10.06","$1.03B","2012","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mrc",
"ICB","MS Income Securities, Inc.","16.63","$149.12M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/icb",
"HJV","MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14","13.75","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/hjv",
"MSA","MSA Safety Incorporporated","40.37","$1.51B","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/msa",
"MSM","MSC Industrial Direct Company, Inc.","61.4","$3.78B","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/msm",
"MSCI","MSCI Inc","66.08","$6.78B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/msci",
"MSG","MSG Networks Inc.","152.27","$3.8B","2015","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/msg",
"MSGN","MSG Networks Inc.","16.93","$1.27B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/msgn",
"MLI","Mueller Industries, Inc.","25","$1.43B","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/mli",
"MWA","MUELLER WATER PRODUCTS","8.11","$1.3B","2006","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/mwa",
"MPSX","Multi Packaging Solutions International Limited","15.27","$1.18B","2015","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/mpsx",
"MUR","Murphy Oil Corporation","17.71","$3.05B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mur",
"MUSA","Murphy USA Inc.","54.85","$2.29B","2013","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/musa",
"MVO","MV Oil Trust","4.4","$50.6M","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mvo",
"MVC","MVC Capital, Inc.","7.23","$164.14M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mvc",
"MVCB","MVC Capital, Inc.","24.2399","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mvcb",
"MYE","Myers Industries, Inc.","10.97","$330.64M","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/mye",
"NBR","Nabors Industries Ltd.","5.96","$1.97B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/nbr",
"NC","NACCO Industries, Inc.","46.11","$315.07M","n/a","Consumer Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/nc",
"NTP","Nam Tai Property Inc.","5.25","$223.75M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/ntp",
"NBHC","National Bank Holdings Corporation","19.46","$590.18M","2012","Finance","Major Banks","http://www.nasdaq.com/symbol/nbhc",
"NFG","National Fuel Gas Company","43.72","$3.7B","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/nfg",
"NGG","National Grid Transco, PLC","68.82","$51.85B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/ngg",
"NHI","National Health Investors, Inc.","61.59","$2.31B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nhi",
"NOV","National Oilwell Varco, Inc.","30.43","$11.43B","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/nov",
"NPK","National Presto Industries, Inc.","77.53","$537.53M","n/a","Capital Goods","Ordnance And Accessories","http://www.nasdaq.com/symbol/npk",
"NNN","National Retail Properties","42.75","$5.82B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nnn",
"NNN.PRD","National Retail Properties","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nnn.prd",
"NNN.PRE","National Retail Properties","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nnn.pre",
"NNN^D","National Retail Properties","26.03","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nnn^d",
"NNN^E","National Retail Properties","24.97","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nnn^e",
"SID","National Steel Company","0.82","$1.14B","n/a","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/sid",
"NSA","National Storage Affiliates Trust","17.2","$395.89M","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nsa",
"NSM","Nationstar Mortgage Holdings Inc.","9.92","$1.09B","2012","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/nsm",
"NW.PRC","Natl Westminster Pfd","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nw.prc",
"NW^C","Natl Westminster Pfd","25.67","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/nw^c",
"NGS","Natural Gas Services Group, Inc.","17.97","$229.05M","2002","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/ngs",
"NGVC","Natural Grocers by Vitamin Cottage, Inc.","21.07","$474.04M","2012","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/ngvc",
"NRP","Natural Resource Partners LP","1.17","$143.09M","2002","Energy","Coal Mining","http://www.nasdaq.com/symbol/nrp",
"NTZ","Natuzzi, S.p.A.","1.41","$77.34M","1993","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/ntz",
"NLS","Nautilus Group, Inc. (The)","19.45","$602.61M","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/nls",
"NCI","Navigant Consulting, Inc.","15.5","$737.5M","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/nci",
"NVGS","Navigator Holdings Ltd.","12.28","$679.86M","2013","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nvgs",
"NNA","Navios Maritime Acquisition Corporation","2.14","$322.57M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nna",
"NM","Navios Maritime Holdings Inc.","0.8739","$94.49M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nm",
"NM.PRG","Navios Maritime Holdings Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nm.prg",
"NM.PRH","Navios Maritime Holdings Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nm.prh",
"NM^G","Navios Maritime Holdings Inc.","6.01","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nm^g",
"NM^H","Navios Maritime Holdings Inc.","5.35","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nm^h",
"NAP","Navios Maritime Midstream Partners LP","9.62","$195.08M","2014","n/a","n/a","http://www.nasdaq.com/symbol/nap",
"NMM","Navios Maritime Partners LP","2.26","$187.76M","2007","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nmm",
"NAV","Navistar International Corporation","7.02","$572.45M","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/nav",
"NAV.PRD","Navistar International Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nav.prd",
"NAV^D","Navistar International Corporation","2.23","n/a","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/nav^d",
"NCS","NCI Building Systems, Inc.","10.24","$757.97M","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/ncs",
"NCR","NCR Corporation","20.79","$3.53B","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/ncr",
"NP","Neenah Paper, Inc.","57.95","$970.37M","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/np",
"NEFF","Neff Corporation","5.46","$138.93M","2014","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/neff",
"NNI","Nelnet, Inc.","30.53","$1.37B","2003","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/nni",
"NPTN","NeoPhotonics Corporation","8.39","$339.99M","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/nptn",
"N","Netsuite Inc","66.92","$5.32B","2007","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/n",
"NSR","Neustar, Inc.","22.22","$1.18B","2005","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/nsr",
"NVRO","Nevro Corp.","66","$1.84B","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/nvro",
"HYB","New America High Income Fund, Inc. (The)","7.35","$170.9M","1988","n/a","n/a","http://www.nasdaq.com/symbol/hyb",
"GF","New Germany Fund, Inc. (The)","13.29","$213.01M","1990","n/a","n/a","http://www.nasdaq.com/symbol/gf",
"NWHM","New Home Company Inc. (The)","9.34","$154.26M","2014","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/nwhm",
"IRL","New Ireland Fund, Inc. (The)","12.8701","$64.8M","1990","n/a","n/a","http://www.nasdaq.com/symbol/irl",
"NEWM","New Media Investment Group Inc.","17.11","$765M","2014","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/newm",
"NMFC","New Mountain Finance Corporation","11.68","$747.58M","2011","n/a","n/a","http://www.nasdaq.com/symbol/nmfc",
"EDU","New Oriental Education & Technology Group, Inc.","29.67","$4.68B","2006","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/edu",
"NEWR","New Relic, Inc.","28.83","$1.4B","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/newr",
"NRZ","New Residential Investment Corp.","10.65","$2.45B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nrz",
"SNR","New Senior Investment Group Inc.","9.3","$804.77M","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/snr",
"NWY","New York & Company, Inc.","2.12","$136.8M","2004","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/nwy",
"NYCB","New York Community Bancorp, Inc.","14.87","$7.21B","n/a","Finance","Banks","http://www.nasdaq.com/symbol/nycb",
"NYCB^U","New York Community Bancorp, Inc.","49.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nycb^u",
"NYRT","New York REIT, Inc.","10.28","$1.67B","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nyrt",
"NYT","New York Times Company (The)","13.03","$2.11B","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/nyt",
"NCT","Newcastle Investment Corporation","3.28","$218.08M","2002","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nct",
"NCT.PRB","Newcastle Investment Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nct.prb",
"NCT.PRC","Newcastle Investment Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nct.prc",
"NCT.PRD","Newcastle Investment Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nct.prd",
"NCT^B","Newcastle Investment Corporation","18.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nct^b",
"NCT^C","Newcastle Investment Corporation","16.65","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nct^c",
"NCT^D","Newcastle Investment Corporation","17.2399","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nct^d",
"NWL","Newell Rubbermaid Inc.","38.18","$10.2B","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/nwl",
"NFX","Newfield Exploration Company","25.93","$4.24B","1993","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/nfx",
"NJR","NewJersey Resources Corporation","35.17","$3.02B","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/njr",
"NEU","NewMarket Corporation","371.91","$4.46B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/neu",
"NEM","Newmont Mining Corporation","18.5","$9.79B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/nem",
"NR","Newpark Resources, Inc.","4.36","$366.89M","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/nr",
"NHF","NexPoint Credit Stategies Fund","17.73","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nhf",
"NXRT","NexPoint Residential Trust, Inc.","12","$255.53M","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nxrt",
"NEP","NextEra Energy Partners, LP","26.51","$786.52M","2014","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/nep",
"NEE","NextEra Energy, Inc.","106.56","$49.07B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/nee",
